Price,Date,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL,,NVDA,NVDA,NVDA,NVDA,NVDA,WMT,WMT,WMT,WMT,WMT,KO,KO,KO,KO,KO,XOM,XOM,XOM,XOM,XOM,CVX,CVX,CVX,CVX,CVX,JPM,JPM,JPM,JPM,JPM,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,JNJ,JNJ,JNJ,JNJ,JNJ,LLY,LLY,LLY,LLY,LLY
14,2024-07-03,220.5187225341797,220.5187225341797,218.0104484863841,218.97593450353426,37369800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-07-05,225.28640747070312,225.39589603978789,220.61823649717394,220.61823649717394,60412400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-07-08,226.759521484375,226.78938062149984,222.21078721739227,226.03290864697604,59085900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-07-09,227.61549377441406,228.33214340978847,225.3162491891544,226.86898500321237,48076100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-07-10,231.8955078125,231.9950484021832,228.18287467129386,228.23264496613547,62627700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-07-11,226.5106964111328,231.30825199534104,224.7190721562944,230.31290687462652,64710600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-07-12,229.46685791015625,231.55708874298097,227.6155153743793,227.8544036714271,53046500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-07-15,233.3088836669922,236.12571210202407,232.00498402552307,235.37920328245679,62631300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-07-16,233.72694396972656,235.17019132901206,231.2485291999769,233.90609879782943,43234300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-07-17,227.81459045410156,230.38258262455565,225.58501197125685,228.38192926123955,57345900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-07-18,223.13644409179688,229.3673137711516,221.2353466054131,229.20805491946456,66034600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-07-19,223.26585388183594,225.74426861436035,222.24064965794977,223.77348959602472,49151500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-07-22,222.91748046875,226.71969060050867,222.051519961604,225.9532706718539,48201800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-07-23,223.9626007080078,225.88362469345716,221.6434447483752,223.32558043665784,39960300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-07-24,217.522705078125,223.75357494115906,216.1192800710717,222.9572958470105,61777600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-07-25,216.4776153564453,219.8219755631398,213.62096453779796,217.91089956980477,51391200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-07-26,216.94541931152344,218.46829606182757,215.0044842643322,217.6819649471348,41601300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-07-29,217.22412109375,218.27918447457574,214.74570631572197,215.95008057489312,36311800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-07-30,217.78150939941406,219.30438617677734,215.11397665237357,218.16969337819762,41643800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-07-31,221.04623413085938,222.77814001369308,219.60298682237814,220.40921389598267,50036300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-08-01,217.3435516357422,223.43505864730554,216.0097928775357,223.3255700813178,62501000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-08-02,218.83656311035156,224.54984915998065,216.69657732981517,218.1298614428512,105568600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2024-08-05,208.2958526611328,212.5061577637865,195.08762024216466,198.16323265092018,119548600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2024-08-06,206.26535034179688,209.01251239840335,200.13403637997632,204.34434168651262,69660500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2024-08-07,208.8433074951172,212.64551772150753,205.42926604632788,205.93688655864335,63516400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2024-08-08,212.31704711914062,213.20290359333654,207.85790561211314,212.1179811495676,47161100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2024-08-09,215.23342895507812,215.77090862412464,210.98330114399806,211.11270086651854,42201600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2024-08-12,216.7680206298828,218.7410807003227,214.84478845727688,215.31314332730477,38028100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2024-08-13,220.4949493408203,221.11277276612057,218.2428558389481,218.2428558389481,44155300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2024-08-14,220.94334411621094,222.24875291914373,218.9304156630747,219.7973785028084,41960600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2024-08-15,223.93284606933594,224.56064415441705,221.97970491871703,223.81327127421198,46414000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2024-08-16,225.25819396972656,226.03546056539557,222.86659157853387,223.1356500786779,44340200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2024-08-19,225.0987548828125,225.19841068626937,222.25873174304007,224.92935218120843,40687800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2024-08-20,225.71656799316406,226.3742597731608,224.66028342820331,224.9791698204466,30299000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2024-08-21,225.60696411132812,227.18143154067607,224.26170199000447,225.7265541171402,34765500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2024-08-22,223.74349975585938,227.54015139464096,223.11570169720306,226.9920749311584,43695300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2024-08-23,226.04542541503906,227.42059644239848,223.5442228703079,224.86956599566977,38677300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2024-08-26,226.38421630859375,226.48387210620078,223.10574735994538,225.96568932825608,30602200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2024-08-27,227.2312469482422,228.04838192077386,224.1022464634546,225.20835892301574,35934600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2024-08-28,225.6966552734375,229.05484595642545,224.88947977262964,227.12163896438045,38052200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2024-08-29,228.98509216308594,232.10413336375854,228.07829123837303,229.29401907737392,51906300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2024-08-30,228.19784545898438,229.5929353752877,226.68316554604098,229.38367949051207,52990800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2024-09-03,221.98968505859375,228.1978583447122,220.39528345963856,227.74943764667495,50190600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2024-09-04,220.076416015625,221.00315112701452,216.71821006143196,220.88357632692316,43840200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2024-09-05,221.60105895996094,224.69019125096705,220.7440707336114,220.85368603716802,36615400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2024-09-06,220.0465087890625,224.4510243839852,219.00018373655976,223.16553454066073,48423000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2024-09-09,220.13621520996094,220.49495483479603,215.950929723779,220.04653410508755,67180000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2024-09-10,219.3389892578125,220.70418549359823,215.97082401031443,218.15315521125123,51591000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2024-09-11,221.88006591796875,222.3085524071335,217.126770108234,220.6842723421212,44587100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2024-09-12,221.98968505859375,222.76695165661573,219.0500213655269,221.7206265576352,37498200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2024-09-13,221.72061157226562,223.2552104631355,221.1326819144566,222.79683029802118,36766600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2024-09-16,215.56227111816406,216.45911247240775,213.17066883128115,215.78148650258865,59357400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2024-09-17,216.03062438964844,216.14023969143096,213.74865245933694,214.99427397716522,45519300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2024-09-18,219.9169464111328,221.92987480128497,216.77797143749862,216.78794613986932,59894900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2024-09-19,228.0683135986328,229.01499812075548,223.84317512238368,224.20191472936153,66781300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2024-09-20,227.40066528320312,232.27353613908102,226.82269506404828,229.16446964119802,318679900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2024-09-23,225.6767120361328,228.64626930220686,225.01902026418153,226.54365969576136,54146000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2024-09-24,226.5735626220703,228.5466380182851,224.93930782860403,227.8490778167103,43556100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2024-09-25,225.57705688476562,226.49383244586693,223.2352976856936,224.1420985437932,42308700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2024-09-26,226.72305297851562,227.6996160019036,224.62044322472642,226.50382237250227,36636700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2024-09-27,226.99208068847656,228.71603171782343,226.50380681299467,227.6597471643239,34026000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2024-09-30,232.183837890625,232.183837890625,228.84556632808733,229.234199611622,54541900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2024-10-01,225.41763305664062,228.84557057238277,222.9562838134916,228.71603627902877,63285000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2024-10-02,225.98562622070312,226.57355589970402,222.2388023482828,225.09874435066007,32880600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2024-10-03,224.8795166015625,226.01552277761738,222.53775735368686,224.35137431302277,34044200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2024-10-04,226.0055694580078,227.20136306464835,223.3449237414969,227.1017072618697,37245100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2024-10-07,220.91348266601562,224.89947175407843,220.5547430398763,223.71363756752507,39505400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2024-10-08,224.9791717529297,225.1884276449642,222.46799461113406,223.51431968732726,31855700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2024-10-09,228.73597717285156,228.9452482903661,224.04248353573135,224.4410763624789,33591100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2024-10-10,228.23770141601562,228.6960967971132,226.3742566041183,226.98212047614993,28183500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2024-10-11,226.75294494628906,228.60643037956845,226.54367384020586,228.4968150773993,31759200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2024-10-14,230.48980712890625,230.91829362955485,227.79926770980506,227.89890830734765,39882100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2024-10-15,233.03086853027344,236.65811760908664,231.5560417756155,232.79170373632726,64751400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2024-10-16,230.96812438964844,231.30692979509985,229.0349173503749,230.7887621886474,34082200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2024-10-17,231.33682250976562,233.0308799404877,229.71254238803704,232.6123377292532,32993800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2024-10-18,234.17684936523438,235.35270879965356,233.1903116322836,235.35270879965356,46431500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2024-10-21,235.6516571044922,236.02037141360947,233.62876897482323,233.62876897482323,36254500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2024-10-22,235.03382873535156,235.3925683333293,231.7852533575211,233.07072804715946,38846600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2024-10-23,229.95169067382812,234.31635331873264,226.96219904424217,233.26006870913344,52287000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2024-10-24,229.76235961914062,230.0114839114603,227.60992208421712,229.17441473320775,31109500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2024-10-25,230.5994110107422,232.40306843409212,228.76585988907573,228.935262581316,38802300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2024-10-28,232.5824432373047,233.9077863541258,231.73542973016842,232.50273684103132,36087100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2024-10-29,232.85150146484375,233.50919327337175,231.50623935322642,232.28350596136286,35417200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2024-10-30,229.29400634765625,232.65219696606212,228.74592985962587,231.79520878623467,47070900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2024-10-31,225.11868286132812,229.02495000446748,224.5805658660821,228.53666090957242,64370100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2024-11-01,222.1291961669922,224.56065178607977,219.49844414747824,220.1959891516409,65276700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2024-11-04,221.23233032226562,222.0095968952219,218.94039900502227,220.21591416091667,44944500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2024-11-05,222.66729736328125,223.1655459656629,220.36539125313263,221.02308305755813,28111300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2024-11-06,221.93984985351562,225.27812143912794,220.41521040716108,221.83023455712816,54561100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2024-11-07,226.6831817626953,227.081789771112,223.7833864288354,223.8431738287627,42137700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2024-11-08,226.41383361816406,228.10973956989392,225.8651541338214,226.6233197345054,38328800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2024-11-11,223.69039916992188,225.15686291743452,220.96697301971395,224.4585504714927,42005600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2024-11-12,223.69039916992188,225.04712701721013,222.82249764582772,224.00963641496367,40398300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2024-11-13,224.57826232910156,226.10457929193407,222.2239408664857,223.47093284409854,48566200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2024-11-14,227.67080688476562,228.3192366196321,224.45855435577516,224.47851048945301,44923900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2024-11-15,224.4585418701172,226.3739196007606,223.73030286311794,225.8551667084814,47923700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2024-11-18,227.47128295898438,229.18714506333228,224.62813528483125,224.70794459457642,44686000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2024-11-19,227.73065185546875,229.60613257977118,226.11455519341968,226.43377721041003,36211800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2024-11-20,228.44891357421875,229.37666823104936,225.34639715216647,227.51117324017346,35169600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2024-11-21,227.97007751464844,229.60613029336434,225.16684213362325,228.3292117939797,42108300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2024-11-22,229.3168182373047,230.16477882059493,227.51117639639193,227.51117639639193,38168300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2024-11-25,232.30960083007812,232.68869124314412,229.1871434272115,230.9030055193102,90152800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2024-11-26,234.49432373046875,235.00310615337486,232.76849125195545,232.76849125195545,45986200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2024-11-27,234.36465454101562,235.12283541072824,233.24735459247512,233.90577001446655,33498400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2024-11-29,236.75888061523438,237.2377212602243,233.40696565616557,234.24494059041535,28481400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2024-12-02,239.013427734375,240.21053691361496,236.58928278806928,236.69901868412032,48137100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2024-12-03,242.06607055664062,242.1758064568113,238.32509471728144,239.232908507596,38861000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2024-12-04,242.42520141601562,243.5225604021956,240.66944226019712,242.28553892887177,44383900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2024-12-05,242.4551239013672,243.95151419061432,241.54732536132988,243.40284992887905,40033900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2024-12-06,242.25559997558594,244.04130085085734,241.49743440151175,242.32543882662802,36870600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2024-12-09,246.1562042236328,246.64503053466012,241.16823655952678,241.24804586880077,44649200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2024-12-10,247.1737518310547,247.612695417372,244.7495916510093,246.2958646584201,36914800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2024-12-11,245.89682006835938,250.196445491468,245.6673626102133,247.36328368802742,45205800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2024-12-12,247.36329650878906,248.1414182384854,245.08876927344312,246.2958641332418,32777500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2024-12-13,247.5328826904297,248.69007959411312,245.647431564018,247.223631137632,33155300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2024-12-16,250.4358673095703,250.7750606707362,247.05402592958802,247.3932192907539,51694800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2024-12-17,252.8699951171875,253.21915892963332,249.1789022262073,249.47818331943677,51356400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2024-12-18,247.4530792236328,253.66808268004456,247.14382766353577,251.55318925842403,56774100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2024-12-19,249.1888885498047,251.3935770141874,246.49538898335234,246.90440599607692,60882300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2024-12-20,253.87759399414062,254.3863612366688,245.09876750312787,247.44310326755718,147495300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2024-12-23,254.6557159423828,255.03479114956258,252.8400883307868,254.15691915529422,40858800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2024-12-24,257.57867431640625,257.58862955018265,254.67565812568793,254.87518901917565,23234700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
