Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2020-06-15,39.78500747680664,39.91390190287496,38.21251317954877,38.298440611646704,15622300
2020-06-16,40.188880920410156,40.979423928681626,39.690492545517436,40.86771890224458,18803500
2020-06-17,40.02561569213867,40.43807332319752,39.90531268156487,40.19747057997179,12602800
2020-06-18,40.37791442871094,40.42087814106289,39.58736835416616,39.78500405332207,9380800
2020-06-19,39.544410705566406,41.06534995707915,39.544410705566406,41.04816381391881,30464600
2020-06-22,39.30381393432617,39.65612169830629,38.99446989221253,39.553004832320504,20876200
2020-06-23,39.21788024902344,39.77641842484522,39.166325097848365,39.527224267760324,14675300
2020-06-24,38.3671989440918,39.04603376821237,38.23830447178192,38.98588388858045,17631800
2020-06-25,38.6077880859375,38.650751805852494,37.83442801578076,38.212516618044816,13829700
2020-06-26,37.43915557861328,38.6765283809076,37.38759714929707,38.5991923758941,21955100
2020-06-29,38.11798095703125,38.29843048346915,37.42195714058723,37.808637038611685,17603900
2020-06-30,38.392967224121094,38.52186166519767,37.84302372764839,38.023473322818155,23679800
2020-07-01,38.513267517089844,39.123360887535405,38.41874536264186,38.60778967153783,14316500
2020-07-02,38.5648307800293,39.03743833354057,38.49608619439451,38.91713858660194,15111900
2020-07-06,38.865577697753906,38.899949988404884,38.33282030435198,38.78824168275023,15146000
2020-07-07,38.84838104248047,39.097575165400585,38.49607335342557,38.667931482264315,13043600
2020-07-08,38.728084564208984,38.82260670684612,38.212513412633704,38.78823442262872,13851200
2020-07-09,37.73131561279297,38.71090288035593,37.66257431436281,38.71090288035593,16087100
2020-07-10,38.79682922363281,38.8827566564564,37.688347639432685,37.70553378158169,15627800
2020-07-13,38.88276290893555,39.25225682975145,38.63356872458585,39.12336238186796,16705300
2020-07-14,39.415504455566406,39.475654299636155,38.384359120495446,38.5905894986779,17080100
2020-07-15,39.87094497680664,40.549779672996586,39.699086805422084,39.785014252153374,23738000
2020-07-16,39.656124114990234,40.12013692851624,39.475671227479054,39.75064299768783,13306100
2020-07-17,40.23184585571289,40.309181872148336,39.63893858165586,39.931096501753984,13899800
2020-07-20,39.630332946777344,40.24042947624253,39.39832496141811,40.14590734021605,16633200
2020-07-21,40.558372497558594,41.237210440089484,40.32636446867126,40.83334424781281,25681500
2020-07-22,41.65824890136719,41.69262118088565,40.41228163115138,41.18564153071181,29831200
2020-07-23,41.48640441894531,41.73559861048682,41.271582518220995,41.649671161365916,15935000
2020-07-24,41.66685104370117,41.93322806268925,41.305948600213206,41.589515039948154,16196800
2020-07-27,41.65824890136719,41.68402647204554,41.40046336082071,41.40046336082071,17346500
2020-07-28,41.40047073364258,42.345685643282366,41.331726162363246,41.53795659827966,13872700
2020-07-29,41.262977600097656,41.67543512135019,41.091119480095514,41.36609116093054,13758100
2020-07-30,40.97941970825195,41.4434357451038,40.5583706687514,40.962233564895776,17276500
2020-07-31,40.59274673461914,41.048168103231454,40.15450823304104,40.76460162833716,14849200
2020-08-03,39.78500747680664,40.695853335483285,39.7248576187538,40.50680905136212,14137500
2020-08-04,40.12013244628906,40.266213026723484,39.71626954774572,39.776419410888806,11717200
2020-08-05,40.575557708740234,40.618521429119255,40.22324995695748,40.30058596480842,10498700
2020-08-06,40.79896926879883,40.841932987332186,40.0427953665096,40.0943537955026,10745000
2020-08-07,41.073944091796875,41.31454683394831,40.56696430794035,40.790380905800845,11669700
2020-08-10,41.00519561767578,41.48639446193724,40.95363719382436,41.297353463657934,11888000
2020-08-11,41.18564987182617,41.80433791677417,40.98801414145037,41.64107119495642,16531600
2020-08-12,41.615291595458984,41.83870489086996,41.348911305076875,41.50358330879274,9562200
2020-08-13,41.572330474853516,41.873079790906054,41.29735873505643,41.46921361398833,9882900
2020-08-14,41.632484436035156,41.83871162222149,41.271581943326034,41.53796227656558,10075800
2020-08-17,41.42625045776367,41.89026650420376,41.41765902486889,41.520772609214994,9102400
2020-08-18,41.60670471191406,41.67544929446218,41.211433196028715,41.41766366575096,9829000
2020-08-19,40.70444869995117,41.57233092642431,40.57555753935219,41.348914336711296,17371000
2020-08-20,40.687259674072266,40.9020815377747,40.4638463781072,40.61851838220667,11308700
2020-08-21,40.627113342285156,40.81615764769366,40.36073630603331,40.67867177410251,14734100
2020-08-24,41.22002029418945,41.22861172646002,40.541182417562275,40.756004281462914,9257700
2020-08-25,41.16846466064453,41.28876438812543,40.94505134931168,41.24580066801393,7827800
2020-08-26,41.38328552246094,41.40047166566767,40.79037833247601,41.03956921416954,10124200
2020-08-27,41.44343948364258,41.95041928565778,41.4176619052438,41.46062562854909,10931600
2020-08-28,42.81829833984375,42.83548120553008,41.701221950771995,41.89026625253892,16420300
2020-08-31,42.56051254272461,43.0245286199467,42.40584051698391,42.79252058133565,18510800
2020-09-01,42.20819854736328,42.405834267143646,41.95900767854895,42.37146526042815,12588400
2020-09-02,43.98693084716797,44.133011442967515,42.41443625143714,42.41443625143714,26332600
2020-09-03,43.376827239990234,44.803244182394494,43.05029711257106,44.16737334670172,22289400
2020-09-04,43.85803985595703,44.22753378589808,43.20497944483803,43.772109129271875,21019500
2020-09-08,42.80111312866211,43.85803639916997,42.41443308386123,43.76351424622733,17776700
2020-09-09,43.12764358520508,43.61743725634841,42.577700044126395,42.62066376866278,15252300
2020-09-10,42.96437072753906,43.548686431667306,42.9214070123958,43.265120011463296,15439500
2020-09-11,43.875213623046875,43.99551332854462,43.05029526920881,43.30808409861384,18272300
2020-09-14,43.92720031738281,44.37764726444872,43.805926774798955,44.15242544314387,10911700
2020-09-15,44.221710205078125,44.507572018166094,44.03979994463409,44.178398710370764,12838400
2020-09-16,43.99648666381836,44.56820696232916,43.9531751708693,44.135085423928395,15353900
2020-09-17,43.7885856628418,43.857886693211626,43.26017687186437,43.50272717370376,13287100
2020-09-18,43.70197296142578,44.31700488061367,43.49407312585715,43.96184527754475,23816600
2020-09-21,42.52388000488281,43.32948646768325,42.108083653833496,43.09560040063258,17514800
2020-09-22,43.01763916015625,43.346812516557435,42.506555516450085,42.54120603911457,13034600
2020-09-23,41.7615852355957,43.242860362647,41.72693471340071,43.078275338904305,17121200
2020-09-24,42.18605041503906,42.53254576094161,41.198533557309965,41.761589733572606,16788100
2020-09-25,42.20337677001953,42.23802399238706,41.562355241606475,41.75292983468044,12603400
2020-09-28,42.6884651184082,43.06094996993204,42.56719159548522,42.71445466221718,11215700
2020-09-29,42.37662887573242,42.93102747109161,42.36796789501183,42.78376436318878,12426600
2020-09-30,42.76642608642578,42.982986887578676,42.3506297447469,42.679803087746855,15755900
2020-10-01,42.601844787597656,43.01764116558828,42.090761120065366,42.82706658650496,17577300
