Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-06-15,9.143610000610352,9.152082173117153,8.715022441175071,8.786288306935749,400004000
2020-06-16,9.038708686828613,9.236308184875952,8.809713756678265,9.194695383198471,535716000
2020-06-17,9.205657958984375,9.26845071766497,9.040451978902558,9.083809970038748,408304000
2020-06-18,9.187715530395508,9.25200347717217,9.084555204995517,9.196685786834397,254408000
2020-06-19,9.23082160949707,9.413968049026774,9.19693387197048,9.212133973252005,524160000
2020-06-22,9.495450019836426,9.499935623164514,9.24278289479882,9.26944557192382,398468000
2020-06-23,9.418954849243164,9.610822565961579,9.376594925696393,9.51962287866477,375108000
2020-06-24,9.205160140991211,9.52510570006673,9.114458536404825,9.44511859739185,449372000
2020-06-25,9.458822250366211,9.473773313022313,9.152083553178723,9.32501361401537,376072000
2020-06-26,9.124922752380371,9.46878958777205,9.095021577728417,9.46878958777205,592084000
2020-06-29,9.16977310180664,9.174258704824505,8.870758565222955,9.139622891566416,342248000
2020-06-30,9.466547966003418,9.494953941456858,9.236057866087853,9.283401475357346,367892000
2020-07-01,9.498689651489258,9.544289959332023,9.38207441860672,9.48947035343062,326648000
2020-07-02,9.580670356750488,9.705508725032958,9.546781664515374,9.607332084802287,364056000
2020-07-06,9.806923866271973,9.876195501444966,9.68059029670261,9.70974434360956,315892000
2020-07-07,9.839319229125977,10.036917756201923,9.81838830952711,9.913574565553944,357800000
2020-07-08,10.182435989379883,10.191407196448925,9.932759255070566,9.960916184059673,365480000
2020-07-09,10.474474906921387,10.535274376086363,10.19987970265039,10.346148037713432,494548000
2020-07-10,10.444820404052734,10.620241799078487,10.34465049009707,10.553960573630798,497676000
2020-07-13,10.019227981567383,10.756796832388543,9.992067209627887,10.560195389782754,457076000
2020-07-14,10.342909812927246,10.368575379903852,9.753352700131357,10.041901883795655,542676000
2020-07-15,10.193652153015137,10.398725748827697,10.02271534917091,10.380038105631712,403984000
2020-07-16,10.101454734802246,10.173217745001248,9.862990558813213,9.982098125908408,344964000
2020-07-17,10.167984962463379,10.214830484976233,10.05460915949439,10.191906282585094,266284000
2020-07-20,10.476219177246094,10.496652011737252,10.1233820711901,10.240496356265767,284852000
2020-07-21,10.294568061828613,10.525308149375949,10.252955266756203,10.478461674152124,277036000
2020-07-22,10.404455184936523,10.56766690260036,10.257688779713293,10.333439305059624,367292000
